OPN1,OPN2,OPN3,OPN4,AGG1,AGG2,AGG3,AGG4,NEU1,NEU2,NEU3,NEU4,EXT1,EXT2,EXT3,EXT4,CSN1,CSN2,CSN3,CSN4,AGE,GENDER,DENSITY,AVARAGE_TEMP,INVIDUALISM_SCORE,GP_AVG,PERSONALITY
5,4,2,1,4,5,2,4,3,4,2,5,5,3,5,2,2,5,2,5,40,1,3,9.75,80,1,Agreeableness
4,3,1,4,5,1,5,2,4,1,1,2,3,3,4,2,5,3,3,4,21,2,3,9.75,80,1,Agreeableness
1,3,4,1,1,4,2,5,1,5,5,5,1,1,4,4,1,4,5,5,75,1,3,9.75,80,2,Neuroticism
2,5,2,5,1,1,1,5,1,1,3,1,1,2,5,3,3,4,3,3,50,1,3,9.75,80,5,Conscientiousness
3,2,3,4,1,2,1,4,2,2,4,2,5,4,2,1,1,5,1,1,18,1,3,9.75,80,2,Extroversion
5,4,3,2,1,3,3,2,5,2,5,3,4,5,1,4,1,5,4,2,79,2,3,9.75,80,2,Neuroticism
3,5,3,2,5,1,3,4,1,1,5,5,3,4,1,1,4,5,2,3,46,2,3,9.75,80,2,Neuroticism
5,2,5,1,1,1,3,4,4,4,4,3,4,1,2,5,1,4,2,1,74,1,3,9.75,80,3,Neuroticism
3,4,2,3,4,4,4,4,4,5,2,3,3,3,1,5,1,3,3,1,20,1,3,9.75,80,1,Agreeableness
1,3,2,3,5,2,2,5,5,2,2,4,5,1,2,3,5,4,4,3,15,2,3,9.75,80,2,Conscientiousness
2,3,5,3,2,5,1,2,3,1,1,5,5,5,1,4,5,5,3,4,13,1,3,9.75,80,4,Conscientiousness
4,4,4,3,2,2,5,5,3,4,2,4,1,5,2,5,5,3,4,3,46,1,3,9.75,80,1,Openness
3,5,2,1,1,1,1,1,1,4,5,5,2,3,4,3,1,3,5,2,47,1,3,9.75,80,3,Neuroticism
5,5,4,2,1,2,5,5,2,4,4,1,4,3,1,5,1,1,3,4,73,1,3,9.75,80,2,Openness
1,3,5,1,3,1,1,3,1,4,5,5,1,5,4,3,5,3,1,2,51,2,3,9.75,80,1,Neuroticism
5,1,2,2,2,5,5,5,2,5,4,1,4,5,2,1,5,3,2,2,34,1,3,9.75,80,2,Agreeableness
5,1,1,2,4,5,3,5,1,2,2,4,1,4,4,1,3,1,3,1,39,1,3,9.75,80,1,Agreeableness
2,3,3,2,5,5,2,3,1,4,3,5,5,4,4,5,4,3,2,4,76,1,3,9.75,80,4,Agreeableness
2,1,3,3,2,1,2,4,4,3,1,3,1,1,3,3,4,5,5,2,27,1,3,9.75,80,3,Conscientiousness
4,1,1,5,2,4,1,1,2,2,3,5,4,5,5,2,4,5,4,5,45,1,3,9.75,80,3,Conscientiousness
4,5,2,2,5,3,5,5,1,1,2,3,3,2,5,5,4,1,3,3,46,1,3,9.75,80,2,Agreeableness
4,4,4,3,2,2,4,3,2,3,3,1,2,5,3,2,5,4,3,4,34,2,3,9.75,80,4,Conscientiousness
2,3,5,3,1,2,3,4,3,4,5,1,5,3,3,1,2,4,2,3,62,2,3,9.75,80,3,Neuroticism
5,1,5,5,4,2,5,1,3,5,5,4,1,3,1,2,3,3,3,1,30,1,3,9.75,80,4,Neuroticism
1,5,4,3,4,2,5,5,1,2,4,2,5,3,3,2,1,5,5,5,23,2,3,9.75,80,4,Agreeableness
1,2,4,3,3,4,3,1,5,4,4,3,2,2,2,3,4,3,2,4,69,2,3,9.75,80,3,Neuroticism
1,5,2,4,2,4,2,4,2,5,1,3,3,4,3,4,4,5,1,5,62,2,3,9.75,80,4,Conscientiousness
2,2,2,3,2,1,1,5,2,5,3,2,1,3,2,2,2,1,2,4,61,1,3,9.75,80,2,Neuroticism
3,3,2,5,4,3,1,2,1,3,2,5,3,4,5,3,4,3,3,4,44,1,3,9.75,80,3,Extroversion
4,5,5,2,2,4,1,5,2,5,2,3,5,3,4,4,3,2,4,2,17,1,3,9.75,80,3,Extroversion
3,5,2,2,4,2,1,5,4,5,1,3,2,1,2,5,1,4,4,1,16,1,3,9.75,80,4,Openness
5,2,3,5,2,3,1,5,3,4,2,4,2,2,5,3,2,5,2,5,45,1,3,9.75,80,3,Conscientiousness
3,5,1,3,1,4,2,5,5,3,2,3,4,2,3,2,4,5,4,1,51,1,3,9.75,80,4,Conscientiousness
5,3,3,4,5,2,1,4,1,1,5,1,5,3,4,1,4,2,4,2,20,2,3,9.75,80,4,Openness
1,4,2,3,2,5,2,1,2,5,5,4,1,2,3,3,5,2,2,2,75,2,3,9.75,80,2,Neuroticism
2,2,1,3,2,3,5,4,5,5,5,4,4,1,5,1,3,4,5,2,24,1,3,9.75,80,3,Neuroticism
3,2,5,1,2,5,3,4,3,1,4,4,2,1,2,3,2,1,2,1,80,1,3,9.75,80,5,Agreeableness
3,1,2,2,1,4,4,3,2,2,4,5,4,2,4,4,4,2,1,1,36,1,3,9.75,80,2,Agreeableness
5,2,5,1,5,2,1,2,3,5,2,5,4,4,2,2,1,2,5,4,17,1,3,9.75,80,4,Neuroticism
2,1,5,3,3,4,4,4,3,1,1,2,2,1,4,2,5,1,1,4,74,2,3,9.75,80,4,Agreeableness
5,3,3,3,2,3,2,4,2,5,5,3,4,5,3,4,4,4,1,4,14,1,3,9.75,80,5,Extroversion
3,3,5,1,3,4,3,1,4,5,1,4,3,1,4,3,2,1,5,2,54,1,3,9.75,80,3,Neuroticism
1,4,2,4,4,5,2,2,3,2,5,1,3,3,1,5,4,1,5,4,21,1,3,9.75,80,5,Conscientiousness
5,4,1,2,3,1,1,1,3,5,4,5,3,3,2,2,4,1,4,1,40,2,3,9.75,80,2,Neuroticism
3,1,2,1,4,2,5,4,4,1,5,1,1,3,2,4,1,5,4,1,28,2,3,9.75,80,1,Agreeableness
3,2,1,1,3,2,2,5,4,5,2,4,5,1,1,1,4,2,1,2,65,1,3,9.75,80,5,Neuroticism
4,5,5,1,1,4,5,2,2,2,2,5,2,1,2,1,4,1,5,2,66,2,3,9.75,80,3,Openness
1,5,2,3,1,4,2,2,3,1,3,5,2,1,2,3,4,3,3,2,38,2,3,9.75,80,5,Conscientiousness
2,3,2,5,5,3,1,3,3,2,2,1,4,4,4,4,5,1,3,5,38,2,3,9.75,80,2,Agreeableness
2,2,4,2,5,4,5,1,5,4,2,2,4,2,2,4,4,4,2,3,64,1,3,9.75,80,1,Agreeableness
2,2,5,1,2,2,2,1,1,3,3,4,5,3,2,4,4,3,5,3,80,1,3,9.75,80,2,Neuroticism
2,4,3,3,4,2,1,1,4,4,5,4,2,3,4,4,2,3,4,5,38,1,3,9.75,80,2,Neuroticism
1,4,2,1,2,5,5,4,5,4,5,5,1,2,4,2,3,3,4,5,58,2,3,9.75,80,4,Neuroticism
5,4,2,3,1,4,4,5,1,2,2,3,5,1,4,2,5,3,5,5,22,2,3,9.75,80,5,Conscientiousness
5,3,1,3,2,1,2,1,1,2,1,2,5,1,1,3,2,4,3,3,25,1,3,9.75,80,3,Extroversion
3,3,1,2,1,1,3,1,2,4,1,5,2,2,1,4,1,3,2,2,29,2,3,9.75,80,5,Neuroticism
3,1,3,1,5,3,5,5,5,3,5,3,5,4,2,3,2,1,2,2,28,2,3,9.75,80,3,Agreeableness
5,3,1,1,2,3,3,4,3,3,3,1,5,2,5,4,2,4,4,3,19,2,3,9.75,80,4,Extroversion
1,3,5,1,2,2,5,5,4,1,4,2,3,2,3,1,4,5,4,5,53,2,3,9.75,80,5,Conscientiousness
2,1,5,2,5,4,3,3,3,5,1,5,1,3,5,1,2,4,2,2,50,2,3,9.75,80,1,Agreeableness
5,2,3,2,4,3,2,2,2,2,3,5,3,1,1,5,4,4,3,5,73,2,3,9.75,80,5,Conscientiousness
3,3,1,3,2,1,3,5,5,3,2,4,1,5,4,3,1,1,4,5,48,1,3,9.75,80,5,Neuroticism
5,2,2,4,2,1,2,5,2,1,1,4,1,5,2,5,5,2,3,2,45,2,3,9.75,80,4,Conscientiousness
3,2,3,4,4,4,3,2,4,3,4,1,5,4,1,1,2,3,5,3,25,1,3,9.75,80,4,Conscientiousness
1,1,5,3,5,5,3,1,5,2,2,5,2,4,4,3,5,1,3,4,65,2,3,9.75,80,1,Neuroticism
5,3,2,4,1,1,1,3,3,1,3,3,3,1,1,3,4,5,2,1,33,2,3,9.75,80,1,Neuroticism
1,3,1,5,1,1,5,4,5,1,3,2,5,5,2,4,3,4,2,3,31,1,3,9.75,80,1,Extroversion
2,3,1,3,4,2,4,2,2,4,2,3,5,5,4,1,4,4,1,2,29,1,3,9.75,80,2,Extroversion
4,3,4,3,4,3,1,5,2,1,1,3,2,4,5,4,1,5,1,1,47,2,3,9.75,80,3,Agreeableness
3,5,4,4,4,2,5,3,3,2,4,5,4,1,2,4,2,5,5,2,73,1,3,9.75,80,2,Neuroticism
2,5,1,4,3,5,2,5,3,4,4,5,3,5,4,4,2,4,5,1,76,1,3,9.75,80,5,Neuroticism
1,3,4,5,5,1,1,5,4,3,5,4,4,4,4,4,5,4,1,1,79,2,3,9.75,80,4,Neuroticism
4,4,1,2,4,3,5,2,4,1,4,1,5,4,2,3,1,4,4,1,66,1,3,9.75,80,3,Agreeableness
3,4,5,3,2,5,1,2,1,3,5,5,3,1,4,1,1,5,4,2,64,2,3,9.75,80,1,Neuroticism
3,2,3,3,2,4,1,4,3,4,3,4,2,5,1,2,1,4,5,4,76,1,3,9.75,80,5,Neuroticism
4,2,2,2,3,2,3,4,2,5,1,2,5,5,1,1,3,2,4,5,23,2,3,9.75,80,5,Conscientiousness
4,5,3,5,4,2,2,5,4,2,2,5,4,4,5,5,5,5,5,5,68,1,3,9.75,80,3,Conscientiousness
3,1,4,5,4,1,3,4,1,1,2,1,3,2,1,2,1,4,5,4,20,1,3,9.75,80,1,Openness
5,4,5,3,5,5,2,4,3,2,3,3,3,5,3,5,1,2,1,2,48,1,3,9.75,80,1,Openness
1,1,1,2,5,2,3,3,3,5,1,3,2,3,1,4,4,3,3,5,66,1,3,9.75,80,4,Conscientiousness
3,3,3,3,1,3,2,4,1,2,3,3,3,5,1,2,1,3,5,1,48,1,3,9.75,80,2,Openness
5,1,5,2,5,5,5,2,3,1,2,1,4,3,2,5,1,1,2,2,36,1,3,9.75,80,4,Agreeableness
3,3,2,3,5,1,5,4,3,4,5,4,3,1,5,2,1,2,2,1,65,1,3,9.75,80,1,Agreeableness
5,1,5,2,5,4,5,5,3,2,2,4,4,3,5,4,5,5,3,3,80,2,3,9.75,80,4,Agreeableness
1,2,3,4,2,2,3,2,3,5,1,4,3,4,1,2,4,1,4,2,46,1,3,9.75,80,4,Conscientiousness
5,1,4,3,1,3,3,3,2,4,4,2,3,1,3,4,4,5,1,3,48,2,3,9.75,80,2,Neuroticism
4,4,5,5,3,1,2,5,1,4,1,1,3,5,3,3,4,2,1,2,40,1,3,9.75,80,4,Openness
2,1,1,3,3,5,3,4,2,4,5,2,5,1,4,1,1,3,4,3,42,2,3,9.75,80,5,Agreeableness
5,3,1,5,4,4,5,4,1,4,3,4,1,4,3,3,2,4,4,1,78,1,3,9.75,80,4,Agreeableness
2,4,3,1,2,2,5,3,4,4,4,2,5,1,2,5,5,1,2,5,21,2,3,9.75,80,3,Neuroticism
1,2,1,3,3,2,2,4,4,2,4,1,3,1,2,4,4,4,5,3,41,1,3,9.75,80,4,Conscientiousness
4,5,1,2,5,4,1,5,2,2,4,2,2,4,1,2,5,2,1,3,66,2,3,9.75,80,5,Agreeableness
2,4,3,2,3,5,3,5,4,2,5,1,3,3,4,3,2,4,3,5,15,2,3,9.75,80,2,Agreeableness
2,5,5,3,5,1,2,5,3,4,1,2,3,5,1,5,5,3,4,5,73,2,3,9.75,80,4,Conscientiousness
5,4,5,5,1,3,5,1,1,1,1,4,5,1,1,4,3,3,2,4,77,1,3,9.75,80,1,Openness
4,3,4,3,5,5,5,5,3,1,1,4,3,4,2,3,4,1,3,5,37,1,3,9.75,80,2,Agreeableness
4,4,3,4,2,5,5,3,5,2,5,5,1,3,4,1,3,5,5,1,80,2,3,9.75,80,4,Neuroticism
2,4,1,5,4,4,3,1,3,4,4,5,3,5,5,4,5,5,3,4,71,1,3,9.75,80,4,Neuroticism
3,1,1,4,4,2,4,3,4,1,2,1,2,4,5,4,3,2,1,5,77,2,3,9.75,80,1,Agreeableness
5,4,5,5,3,5,4,5,5,1,4,1,3,3,2,2,1,1,1,4,35,1,3,9.75,80,1,Openness
4,3,2,2,3,3,4,4,2,2,3,1,4,4,1,2,2,3,2,3,37,1,3,9.75,80,4,Agreeableness
4,2,2,4,3,3,2,1,2,2,2,5,3,2,4,2,4,3,3,4,50,1,3,9.75,80,1,Conscientiousness
5,1,5,5,3,5,5,2,5,5,5,4,1,1,1,4,1,1,1,5,76,1,3,9.75,80,2,Neuroticism
5,1,4,2,2,2,1,5,2,2,4,4,4,1,3,1,2,2,2,4,80,2,3,9.75,80,3,Neuroticism
4,3,2,5,2,1,1,1,3,2,4,5,3,2,4,1,2,4,4,3,63,1,3,9.75,80,4,Conscientiousness
1,3,1,3,3,1,3,1,5,2,5,4,2,4,1,4,3,1,3,4,61,1,3,9.75,80,3,Neuroticism
3,5,4,1,5,4,2,1,4,4,3,3,4,4,4,3,2,4,2,5,46,2,3,9.75,80,1,Neuroticism
2,5,1,5,2,2,5,2,2,3,3,1,3,5,5,1,2,1,2,2,59,1,3,9.75,80,4,Extroversion
5,1,2,1,2,5,4,5,1,5,2,4,5,1,4,2,2,3,5,1,37,2,3,9.75,80,2,Agreeableness
3,2,1,5,5,4,4,4,2,5,1,2,1,4,2,4,1,4,5,1,51,2,3,9.75,80,5,Agreeableness
2,5,3,4,4,4,5,5,5,1,1,3,2,2,1,5,5,3,1,2,61,2,3,9.75,80,4,Agreeableness
1,1,5,5,5,5,3,3,5,2,2,2,5,4,2,2,5,2,1,3,45,2,3,9.75,80,2,Agreeableness
1,5,5,5,1,5,2,1,2,3,1,5,5,4,2,3,2,2,4,5,18,1,3,9.75,80,2,Extroversion
2,3,4,1,1,1,3,3,2,3,4,4,5,1,2,5,2,3,2,3,39,1,3,9.75,80,5,Neuroticism
1,3,5,1,4,5,3,2,3,1,2,2,3,3,2,2,4,4,2,2,34,2,3,9.75,80,1,Agreeableness
3,5,5,5,5,5,5,1,1,1,2,4,3,1,4,2,4,5,5,3,42,1,3,9.75,80,3,Openness
1,4,4,4,3,4,3,5,2,4,3,1,1,4,4,4,1,5,2,3,27,2,3,9.75,80,4,Agreeableness
4,1,4,2,5,1,5,3,5,1,2,5,5,5,1,3,3,2,2,5,63,2,3,9.75,80,2,Agreeableness
4,2,5,1,3,4,1,3,2,5,3,2,4,5,5,5,5,4,2,2,80,1,3,9.75,80,4,Extroversion
3,4,4,1,3,2,5,3,3,3,1,3,2,2,3,4,5,1,5,4,59,1,3,9.75,80,3,Conscientiousness
1,1,5,2,4,2,5,4,3,5,4,1,5,4,4,2,5,2,2,3,46,2,3,9.75,80,2,Agreeableness
1,4,5,1,5,3,3,3,5,1,3,4,1,1,5,3,1,5,2,5,49,2,3,9.75,80,1,Neuroticism
4,4,1,5,1,1,3,2,5,2,2,1,1,4,3,3,4,2,2,5,55,1,3,9.75,80,4,Conscientiousness
3,1,5,5,3,4,1,4,1,1,1,2,2,3,2,2,1,1,5,4,76,2,3,9.75,80,4,Openness
3,5,2,2,1,2,3,5,5,5,4,5,4,4,3,3,2,3,4,5,45,2,3,9.75,80,2,Neuroticism
4,4,2,4,1,4,3,4,3,3,4,5,2,4,3,3,3,4,1,2,44,1,3,9.75,80,2,Neuroticism
5,3,1,3,5,2,5,5,3,3,3,3,4,4,3,5,4,5,1,2,18,2,3,9.75,80,5,Agreeableness
1,1,2,5,3,4,2,3,4,3,5,2,5,2,5,4,2,1,1,4,73,2,3,9.75,80,4,Neuroticism
2,3,1,1,4,1,4,2,3,2,1,4,1,5,1,4,1,2,3,4,13,1,3,9.75,80,2,Extroversion
2,1,1,1,1,4,3,1,3,5,3,3,5,5,2,5,3,5,3,3,12,1,3,9.75,80,1,Extroversion
5,2,2,4,3,1,2,5,3,3,3,5,5,3,2,1,3,4,1,5,16,1,3,9.75,80,2,Neuroticism
1,4,3,1,3,3,3,5,4,2,1,3,5,2,4,3,4,4,5,1,33,1,3,9.75,80,5,Conscientiousness
2,4,3,2,3,1,3,3,1,1,5,3,1,1,1,3,5,4,4,3,39,2,3,9.75,80,1,Conscientiousness
5,5,2,3,2,1,1,5,2,2,4,4,2,3,2,4,5,4,5,1,42,1,3,9.75,80,2,Conscientiousness
5,5,4,3,1,2,5,2,3,3,3,1,4,2,3,3,2,2,1,3,70,2,3,9.75,80,4,Openness
1,1,2,3,1,3,1,2,1,2,1,4,2,1,2,5,1,2,3,4,31,1,3,9.75,80,3,Conscientiousness
1,3,4,2,2,5,2,5,1,1,2,4,3,3,1,2,5,2,1,4,20,1,3,9.75,80,1,Openness
3,2,3,4,5,1,3,5,3,3,2,4,4,1,5,3,4,3,5,1,42,1,3,9.75,80,2,Agreeableness
5,4,1,4,4,3,2,4,5,3,3,3,4,2,1,3,1,3,5,1,47,2,3,9.75,80,5,Neuroticism
2,1,2,3,5,2,3,3,5,2,5,2,2,3,4,5,4,4,1,4,79,2,3,9.75,80,3,Neuroticism
5,5,4,3,3,3,1,3,2,1,3,2,4,1,2,4,3,2,2,5,16,1,3,9.75,80,3,Openness
1,3,1,3,3,2,1,5,3,4,2,2,5,2,1,4,3,3,1,4,40,1,3,9.75,80,3,Conscientiousness
4,3,3,5,5,5,4,2,3,5,1,3,3,5,5,5,1,5,3,1,13,2,3,9.75,80,3,Extroversion
3,3,4,2,4,1,1,1,3,3,3,1,2,3,5,1,2,2,4,5,67,1,3,9.75,80,1,Conscientiousness
3,5,4,4,1,5,3,1,5,2,4,2,1,1,3,1,2,5,1,5,42,2,3,9.75,80,3,Neuroticism
2,2,2,1,5,4,2,5,2,5,1,2,3,2,3,5,1,1,1,2,44,2,3,9.75,80,5,Agreeableness
3,1,1,3,5,5,2,3,1,4,1,4,3,5,3,4,3,3,1,3,24,2,3,9.75,80,4,Agreeableness
2,4,5,5,3,4,5,5,4,3,4,3,4,4,2,2,5,4,5,3,53,2,3,9.75,80,2,Conscientiousness
1,3,1,3,3,1,2,2,4,5,1,2,2,2,4,4,2,4,3,5,15,1,3,9.75,80,5,Conscientiousness
1,3,5,5,1,1,2,3,2,2,4,2,2,1,1,1,4,2,3,4,18,2,3,9.75,80,5,Conscientiousness
5,3,2,2,5,4,3,4,4,4,1,4,4,5,1,5,4,4,4,2,32,1,3,9.75,80,1,Agreeableness
4,3,5,3,2,2,3,5,2,4,2,3,2,1,4,4,3,5,1,4,16,2,3,9.75,80,2,Openness
1,4,3,2,4,4,4,2,2,2,5,1,4,2,1,1,4,3,5,4,15,1,3,9.75,80,5,Conscientiousness
4,2,5,1,2,4,1,3,5,4,2,2,2,4,2,5,2,3,5,2,21,2,3,9.75,80,3,Neuroticism
1,2,5,5,1,1,3,2,2,2,3,1,4,3,5,1,4,2,1,4,72,2,3,9.75,80,5,Extroversion
1,1,4,1,4,5,1,3,4,1,4,5,3,5,3,3,5,1,3,4,70,1,3,9.75,80,5,Neuroticism
1,4,2,3,4,5,2,1,3,3,4,2,1,3,3,1,5,4,2,3,71,1,3,9.75,80,5,Conscientiousness
2,4,1,3,1,5,3,5,4,5,4,5,2,1,2,2,2,5,4,4,27,2,3,9.75,80,2,Neuroticism
4,1,4,1,4,5,2,3,4,5,1,1,2,4,5,1,5,5,3,2,38,2,3,9.75,80,5,Conscientiousness
5,3,5,1,3,2,2,2,3,4,4,4,5,5,5,2,3,1,5,3,28,2,3,9.75,80,3,Extroversion
3,3,4,5,3,3,1,1,2,3,4,5,4,4,5,3,5,4,4,5,28,1,3,9.75,80,5,Conscientiousness
4,3,3,4,2,5,5,4,1,4,1,1,3,1,1,2,5,1,2,1,35,1,3,9.75,80,3,Openness
4,5,5,3,1,2,3,3,4,5,1,3,5,1,1,1,2,1,3,4,77,2,3,9.75,80,4,Neuroticism
4,5,2,5,3,4,2,1,3,1,3,4,1,1,2,5,3,5,2,4,49,1,3,9.75,80,5,Conscientiousness
2,2,2,3,3,2,5,2,5,2,1,3,5,5,1,5,2,3,5,5,38,1,3,9.75,80,3,Conscientiousness
2,4,4,2,2,2,5,1,2,1,4,3,2,5,2,5,4,2,2,3,30,1,3,9.75,80,5,Extroversion
5,3,3,4,5,2,1,5,4,3,1,4,5,2,4,4,3,2,2,2,65,2,3,9.75,80,3,Agreeableness
3,1,4,1,4,4,2,4,1,1,4,4,2,4,5,4,2,1,5,5,46,1,3,9.75,80,4,Agreeableness
4,5,2,2,1,3,4,1,3,3,3,4,5,1,4,4,1,3,4,5,36,2,3,9.75,80,1,Neuroticism
1,1,1,4,3,2,1,4,3,3,1,1,2,4,3,2,5,5,3,5,72,1,3,9.75,80,5,Conscientiousness
1,4,3,3,2,4,2,4,4,4,1,3,1,4,3,1,2,3,5,2,22,1,3,9.75,80,2,Neuroticism
1,2,1,2,1,1,2,2,3,1,1,1,5,4,2,4,3,4,2,4,37,1,3,9.75,80,2,Extroversion
4,5,5,3,4,2,2,3,3,5,2,2,1,1,1,4,3,5,5,1,52,1,3,9.75,80,1,Openness
1,1,1,1,3,1,1,4,1,1,3,3,4,2,4,2,5,4,2,4,68,2,3,9.75,80,5,Conscientiousness
5,3,3,4,2,1,2,3,3,2,2,2,1,3,3,4,5,4,2,3,60,2,3,9.75,80,1,Conscientiousness
2,4,3,4,2,4,5,1,5,2,4,5,3,4,1,2,2,1,2,5,72,1,3,9.75,80,4,Neuroticism
1,5,3,5,4,5,1,2,3,5,4,2,3,2,5,2,3,5,5,1,80,1,3,9.75,80,4,Neuroticism
2,2,5,3,2,5,1,4,4,3,4,5,3,5,3,4,1,3,4,1,80,1,3,9.75,80,3,Neuroticism
3,2,2,1,3,3,2,2,2,2,5,5,3,4,3,2,4,1,4,5,68,1,3,9.75,80,1,Neuroticism
5,3,4,4,1,5,3,1,3,3,2,4,2,5,1,1,1,1,1,3,56,2,3,9.75,80,4,Openness
1,2,2,1,5,2,3,4,2,3,4,1,1,1,4,3,3,5,5,4,45,1,3,9.75,80,4,Conscientiousness
5,5,1,3,3,1,5,2,2,3,2,2,1,4,5,3,4,5,2,5,36,1,3,9.75,80,1,Conscientiousness
1,5,5,2,2,3,1,4,2,3,5,3,3,1,1,3,1,4,4,2,17,1,3,9.75,80,5,Openness
4,4,1,3,3,3,2,1,3,4,5,1,4,5,5,2,2,4,4,1,79,1,3,9.75,80,2,Extroversion
1,3,2,3,1,3,5,3,4,4,3,5,4,5,4,5,1,1,2,4,15,2,3,9.75,80,3,Extroversion
3,4,4,5,5,2,5,4,4,3,2,5,2,1,5,2,4,3,3,5,62,1,3,9.75,80,4,Conscientiousness
4,3,1,5,3,3,5,5,5,5,2,2,1,4,5,1,2,4,4,1,37,2,3,9.75,80,2,Agreeableness
1,2,1,4,1,3,4,5,3,3,1,4,5,1,2,3,2,4,4,5,12,2,3,9.75,80,1,Conscientiousness
2,2,1,4,4,2,4,1,1,5,4,2,2,2,1,4,3,5,1,5,16,1,3,9.75,80,4,Conscientiousness
5,1,3,2,1,2,1,4,1,2,3,4,1,5,4,2,2,3,1,5,77,2,3,9.75,80,4,Neuroticism
5,5,3,4,4,3,5,3,5,1,3,4,2,3,2,2,3,1,3,1,69,1,3,9.75,80,5,Openness
5,4,1,3,4,2,5,2,1,1,2,4,3,1,4,5,4,1,2,4,51,1,3,9.75,80,3,Agreeableness
5,2,2,4,1,4,1,3,1,5,3,1,3,3,2,5,3,3,5,1,67,2,3,9.75,80,2,Neuroticism
2,2,1,5,2,4,2,3,2,5,3,1,4,2,2,5,4,1,4,5,19,2,3,9.75,80,3,Conscientiousness
4,4,4,3,3,3,4,4,3,5,4,2,2,2,2,2,5,4,3,4,12,2,3,9.75,80,3,Conscientiousness
5,1,5,5,3,1,3,1,1,3,4,5,4,3,3,4,2,4,2,2,30,2,3,9.75,80,4,Extroversion
3,1,2,1,5,2,1,1,2,1,5,3,4,5,4,2,5,5,3,4,26,1,3,9.75,80,5,Conscientiousness
1,5,3,4,1,5,3,5,5,2,4,1,1,2,4,5,3,5,3,3,55,1,3,9.75,80,2,Conscientiousness
4,1,4,3,3,1,4,5,1,4,3,5,2,3,4,1,4,3,5,4,63,2,3,9.75,80,2,Conscientiousness
1,1,4,4,2,4,1,5,3,2,3,4,3,4,1,5,5,2,1,4,57,1,3,9.75,80,5,Conscientiousness
3,1,4,4,3,2,4,3,2,5,2,2,4,1,4,5,2,2,5,1,36,2,3,9.75,80,5,Agreeableness
2,5,4,3,5,1,3,3,3,3,4,3,2,1,4,3,1,4,1,1,76,2,3,9.75,80,1,Neuroticism
2,5,4,1,1,2,2,3,5,4,4,4,3,3,1,5,1,4,3,4,70,1,3,9.75,80,3,Neuroticism
3,3,3,3,4,1,2,2,4,1,1,4,5,3,1,4,2,2,3,5,14,2,3,9.75,80,2,Extroversion
2,2,1,3,1,1,5,3,2,1,5,5,5,2,2,5,2,1,1,4,16,2,3,9.75,80,4,Neuroticism
1,3,2,2,5,4,1,5,4,3,1,1,2,3,1,1,3,3,2,4,34,1,3,9.75,80,5,Conscientiousness
3,1,4,4,5,4,5,4,3,2,2,5,4,1,3,5,1,3,4,4,68,2,3,9.75,80,5,Agreeableness
5,3,4,1,4,5,5,4,1,4,4,2,5,3,4,1,5,1,5,4,74,2,3,9.75,80,2,Agreeableness
1,4,5,1,4,5,5,2,2,3,3,1,4,1,4,3,1,1,4,1,23,2,3,9.75,80,4,Agreeableness
5,3,5,2,5,1,5,5,4,2,1,3,3,3,5,3,1,2,3,5,13,1,3,9.75,80,5,Openness
2,3,2,4,1,3,3,2,1,2,1,3,3,2,4,5,2,3,3,5,60,2,3,9.75,80,4,Conscientiousness
4,4,4,3,1,4,4,1,5,3,2,4,1,5,5,3,2,3,3,2,53,1,3,9.75,80,5,Extroversion
4,1,5,3,5,4,1,3,1,4,1,3,3,5,3,2,1,3,5,5,62,2,3,9.75,80,4,Conscientiousness
2,3,2,4,3,5,5,4,1,3,3,4,1,4,5,4,5,3,1,5,80,1,3,9.75,80,2,Agreeableness
3,5,4,1,5,3,2,3,4,1,3,1,2,5,4,2,3,5,5,1,22,2,3,9.75,80,2,Agreeableness
2,4,3,1,3,5,3,5,3,2,4,1,2,3,2,4,5,3,1,1,59,1,3,9.75,80,2,Agreeableness
3,4,2,5,2,1,4,3,2,4,1,4,5,3,4,3,2,1,2,2,35,2,3,9.75,80,1,Extroversion
3,1,5,5,4,4,5,3,5,5,2,5,5,1,4,1,4,1,1,2,53,2,3,9.75,80,4,Neuroticism
5,5,3,3,3,4,1,1,5,3,1,1,3,3,4,1,4,1,1,5,26,2,3,9.75,80,1,Openness
2,1,2,4,3,3,2,2,2,1,4,2,5,1,2,1,2,4,5,2,17,1,3,9.75,80,4,Conscientiousness
4,5,2,2,5,4,3,1,3,3,4,4,1,1,4,2,4,5,2,4,43,1,3,9.75,80,5,Conscientiousness
1,3,1,1,2,3,3,5,5,4,2,2,4,4,3,3,1,1,2,4,78,2,3,9.75,80,4,Agreeableness
5,4,3,5,3,4,3,4,5,3,1,2,5,1,5,2,4,5,2,1,50,2,3,9.75,80,5,Openness
3,5,1,3,1,2,3,4,3,2,2,1,2,5,3,3,4,2,1,4,49,2,3,9.75,80,1,Agreeableness
1,1,1,1,3,3,5,3,1,4,3,1,1,4,1,2,2,5,2,2,33,2,3,9.75,80,4,Agreeableness
5,4,3,1,4,1,2,5,4,3,5,4,5,4,5,5,2,2,1,1,78,2,3,9.75,80,1,Extroversion
1,2,1,5,1,4,2,2,3,1,1,2,5,1,5,2,3,3,5,2,56,2,3,9.75,80,4,Conscientiousness
